id,name,rating,genre,year,director,star,company,runtime
25624,Rosewood,R,Action,1997,John Singleton,Jon Voight,Warner Bros.,140.0
2058,Addicted to Love,R,Comedy,1997,Griffin Dunne,Meg Ryan,Warner Bros.,100.0
8860,Metro,R,Action,1997,Thomas Carter,Eddie Murphy,Touchstone Pictures,117.0
9407,Red Corner,R,Crime,1997,Jon Avnet,Richard Gere,Metro-Goldwyn-Mayer (MGM),122.0
31662,Affliction,R,Drama,1997,Paul Schrader,Nick Nolte,JVC Entertainment Networks,114.0
27322,Love Jones,R,Drama,1997,Theodore Witcher,Larenz Tate,Addis Wechsler Pictures,104.0
66588,A Thousand Acres,R,Drama,1997,Jocelyn Moorhouse,Michelle Pfeiffer,Touchstone Pictures,105.0
1811,Nowhere,R,Comedy,1997,Gregg Araki,James Duval,Blurco,82.0
22073,Hoodlum,R,Crime,1997,Bill Duke,Laurence Fishburne,United Artists,130.0
26180,Excess Baggage,PG-13,Action,1997,Marco Brambilla,Alicia Silverstone,Columbia Pictures,101.0
139096,Fever Pitch,R,Drama,1985,Richard Brooks,Ryan O'Neal,Metro-Goldwyn-Mayer (MGM),96.0
9414,The Man Who Knew Too Little,PG,Comedy,1997,Jon Amiel,Bill Murray,Warner Bros.,94.0
17894,The Beautician and the Beast,PG,Comedy,1997,Ken Kwapis,Fran Drescher,High School Sweethearts,105.0
10668,Suicide Kings,R,Comedy,1997,Peter O'Fallon,Christopher Walken,Live Entertainment,106.0
18420,City of Industry,R,Crime,1997,John Irvin,Harvey Keitel,Largo Entertainment,97.0
19601,Bent,NC-17,Drama,1997,Sean Mathias,Lothaire Bluteau,Channel Four Films,105.0
6072,One Eight Seven,R,Drama,1997,Kevin Reynolds,Samuel L. Jackson,Icon Entertainment International,119.0
17589,Mrs. Brown,PG,Biography,1997,John Madden,Judi Dench,BBC Scotland,101.0
2639,Deconstructing Harry,R,Comedy,1997,Woody Allen,Woody Allen,Sweetland Films,96.0
8067,A Life Less Ordinary,R,Comedy,1997,Danny Boyle,Cameron Diaz,Channel Four Films,103.0
26610,Insomnia,Not Rated,Crime,1997,Erik Skjoldbjærg,Stellan Skarsgård,Norsk Film,96.0
21915,Booty Call,R,Comedy,1997,Jeff Pollack,Jamie Foxx,Columbia Pictures,79.0
2212,Nightwatch,R,Drama,1997,Ole Bornedal,Ewan McGregor,Dimension Films,101.0
12238,The Night Flier,R,Fantasy,1997,Mark Pavia,Miguel Ferrer,New Amsterdam Entertainment,94.0
17832,Kull the Conqueror,PG-13,Action,1997,John Nicolella,Kevin Sorbo,Universal Pictures,95.0
29193,The Spanish Prisoner,PG,Drama,1997,David Mamet,Steve Martin,Jasmine Productions Inc.,110.0
17949,The Pest,PG-13,Comedy,1997,Paul Miller,John Leguizamo,Papazian-Hirsch Entertainment International,84.0
45609,The Wings of the Dove,R,Drama,1997,Iain Softley,Helena Bonham Carter,Miramax,102.0
49478,Warriors of Virtue,PG,Action,1997,Ronny Yu,Angus Macfadyen,China Film Co-Production Corporation,101.0
12489,Gridlock'd,R,Comedy,1997,Vondie Curtis-Hall,Tupac Shakur,Def Pictures,91.0
29911,FairyTale: A True Story,PG,Drama,1997,Charles Sturridge,Paul McGann,Icon Entertainment International,99.0
2895,The Apostle,PG-13,Drama,1997,Robert Duvall,Robert Duvall,Butcher's Run Films,134.0
39467,Still Breathing,PG-13,Comedy,1997,James F. Robinson,Brendan Fraser,ZapPictures,109.0
10622,Mr. Nice Guy,PG-13,Action,1997,Sammo Kam-Bo Hung,Jackie Chan,GH Pictures,88.0
20735,That Darn Cat,PG,Action,1997,Bob Spiers,Christina Ricci,Walt Disney Pictures,89.0
50512,Anna Karenina,PG-13,Drama,1997,Bernard Rose,Sophie Marceau,Icon Entertainment International,108.0
55306,Ulee's Gold,R,Drama,1997,Victor Nunez,Peter Fonda,Clinica Estetico,113.0
26306,Prefontaine,PG-13,Biography,1997,Steve James,Jared Leto,Hollywood Pictures,106.0
24662,Cats Don't Dance,G,Animation,1997,Mark Dindal,Scott Bakula,David Kirschner Productions,75.0
34314,Turbulence,R,Action,1997,Robert Butler,Ray Liotta,Rysher Entertainment,100.0
12616,One Night Stand,R,Drama,1997,Mike Figgis,Wesley Snipes,New Line Cinema,102.0
77223,Paradise Road,R,Drama,1997,Bruce Beresford,Glenn Close,Samson Productions Pty. Ltd.,122.0
14330,Trojan War,PG-13,Comedy,1997,George Huang,Will Friedle,Daybreak,85.0
9438,Mr. Magoo,PG,Adventure,1997,Stanley Tong,Leslie Nielsen,Walt Disney Pictures,87.0
12499,Fathers' Day,PG-13,Comedy,1997,Ivan Reitman,Robin Williams,Northern Lights Entertainment,98.0
35796,Lawn Dogs,R,Drama,1997,John Duigan,Sam Rockwell,The Rank Organisation,101.0
32456,Two Girls and a Guy,R,Comedy,1997,James Toback,Robert Downey Jr.,Fox Searchlight Pictures,84.0
18519,Free Willy 3: The Rescue,PG,Adventure,1997,Sam Pillsbury,Jason James Richter,Warner Bros. Family Entertainment,86.0
158,Knockin' on Heaven's Door,Not Rated,Action,1997,Thomas Jahn,Til Schweiger,Buena Vista International Film Production (Germany),87.0
33344,The House of Yes,R,Comedy,1997,Mark Waters,Parker Posey,Bandeira Entertainment,85.0
38295,She's So Lovely,R,Drama,1997,Nick Cassavetes,Sean Penn,Miramax,100.0
15321,Twin Town,Unrated,Comedy,1997,Kevin Allen,Llyr Ifans,Agenda,99.0
37244,Leave It to Beaver,PG,Comedy,1997,Andy Cadiff,Christopher McDonald,Robert Simonds Productions,84.0
17834,A Simple Wish,PG,Comedy,1997,Michael Ritchie,Martin Short,Universal Pictures,89.0
118075,Going All the Way,R,Comedy,1997,Mark Pellington,Jeremy Davies,Lakeshore Entertainment,103.0
54007,Star Kid,PG,Adventure,1997,Manny Coto,Joseph Mazzello,JLT Productions,101.0
34941,The Last Time I Committed Suicide,R,Biography,1997,Stephen Kay,Thomas Jane,Bates Entertainment,92.0
18080,Out to Sea,PG-13,Comedy,1997,Martha Coolidge,Jack Lemmon,Twentieth Century Fox,106.0
9054,Gone Fishin',PG,Comedy,1997,Christopher Cain,Joe Pesci,Caravan Pictures,94.0
14398,Gang Related,R,Action,1997,Jim Kouf,Jim Belushi,Orion Pictures,111.0
34309,Most Wanted,R,Action,1997,David Hogan,Keenen Ivory Wayans,Ivory Way Productions,99.0
13982,8 Heads in a Duffel Bag,R,Adventure,1997,Tom Schulman,Joe Pesci,Orion Pictures,95.0
36807,The Sixth Man,PG-13,Comedy,1997,Randall Miller,Marlon Wayans,All Net Productions,107.0
38621,Firelight,R,Drama,1997,William Nicholson,Sophie Marceau,Carnival Film & Television,103.0
25224,Masterminds,PG-13,Action,1997,Roger Christian,Patrick Stewart,Columbia Pictures,106.0
29825,The Real Blonde,R,Comedy,1997,Tom DiCillo,Matthew Modine,Lakeshore Entertainment,105.0
18355,The Assignment,R,Action,1997,Christian Duguay,Aidan Quinn,Triumph Films,115.0
15209,Eight Days a Week,R,Comedy,1997,Michael Davis,Joshua Schaefer,Underdog Productions,92.0
14905,Welcome to Sarajevo,R,Drama,1997,Michael Winterbottom,Stephen Dillane,Miramax,103.0
12628,Playing God,R,Crime,1997,Andy Wilson,David Duchovny,Beacon Communications,94.0
14585,In the Company of Men,R,Comedy,1997,Neil LaBute,Aaron Eckhart,Alliance Atlantis Communications,97.0
32332,Hugo Pool,R,Comedy,1997,Robert Downey Sr.,Alyssa Milano,BMG Independents,92.0
28353,How to Be a Player,R,Comedy,1997,Lionel C. Martin,Bill Bellamy,Def Pictures,93.0
75250,The Locusts,R,Drama,1997,John Patrick Kelley,Kate Capshaw,Motion Picture Corporation of America (MPCA),124.0
53765,Mr. Jealousy,R,Comedy,1997,Noah Baumbach,Eric Stoltz,Joel Castleberg Productions,103.0
14908,McHale's Navy,PG,Action,1997,Bryan Spicer,Tom Arnold,Sheinberg Productions,108.0
39780,Oscar and Lucinda,R,Drama,1997,Gillian Armstrong,Ralph Fiennes,Australian Film Finance Corporation (AFFC),132.0
9311,Smilla's Sense of Snow,R,Crime,1997,Bille August,Julia Ormond,Constantin Film,121.0
17770,Trial and Error,PG-13,Comedy,1997,Jonathan Lynn,Michael Richards,Larger Than Life Productions,98.0
20457,The MatchMaker,R,Comedy,1997,Mark Joffe,Janeane Garofalo,Good Film Company,97.0
115,The Big Lebowski,R,Comedy,1998,Joel Coen,Jeff Bridges,Polygram Filmed Entertainment,117.0
857,Saving Private Ryan,R,Drama,1998,Steven Spielberg,Tom Hanks,Dreamworks Pictures,169.0
73,American History X,R,Drama,1998,Tony Kaye,Edward Norton,New Line Cinema,119.0
100,"Lock, Stock and Two Smoking Barrels",R,Action,1998,Guy Ritchie,Jason Flemyng,Summit Entertainment,107.0
37165,The Truman Show,PG,Comedy,1998,Peter Weir,Jim Carrey,Paramount Pictures,103.0
95,Armageddon,PG-13,Action,1998,Michael Bay,Bruce Willis,Touchstone Pictures,151.0
10220,Rounders,R,Crime,1998,John Dahl,Matt Damon,Miramax,121.0
9820,The Parent Trap,PG,Adventure,1998,Nancy Meyers,Lindsay Lohan,Cinema Vehicle Services,128.0
617,Wild Things,R,Crime,1998,John McNaughton,Kevin Bacon,Mandalay Entertainment,108.0
36647,Blade,R,Action,1998,Stephen Norrington,Wesley Snipes,Amen Ra Films,120.0
11003,The Wedding Singer,PG-13,Comedy,1998,Frank Coraci,Adam Sandler,Juno Pix,97.0
297,Meet Joe Black,PG-13,Drama,1998,Martin Brest,Brad Pitt,Universal Pictures,178.0
2109,Rush Hour,PG-13,Action,1998,Brett Ratner,Jackie Chan,New Line Cinema,98.0
1878,Fear and Loathing in Las Vegas,R,Adventure,1998,Terry Gilliam,Johnny Depp,Fear and Loathing LLC,118.0
8656,Deep Impact,PG-13,Action,1998,Mimi Leder,Robert Duvall,Paramount Pictures,120.0
544,There's Something About Mary,R,Comedy,1998,Bobby Farrelly,Cameron Diaz,Twentieth Century Fox,119.0
9276,The Faculty,R,Horror,1998,Robert Rodriguez,Jordana Brewster,Dimension Films,104.0
9487,A Bug's Life,G,Animation,1998,John Lasseter,Kevin Spacey,Pixar Animation Studios,95.0
1389,Out of Sight,R,Comedy,1998,Steven Soderbergh,George Clooney,Universal Pictures,123.0
10674,Mulan,G,Animation,1998,Tony Bancroft,Ming-Na Wen,Walt Disney Animation Studios,88.0
6435,Practical Magic,PG-13,Comedy,1998,Griffin Dunne,Sandra Bullock,DiNovi Pictures,104.0
8741,The Thin Red Line,R,Drama,1998,Terrence Malick,Jim Caviezel,Fox 2000 Pictures,170.0
2657,Pleasantville,PG-13,Comedy,1998,Gary Ross,Tobey Maguire,New Line Cinema,124.0
9489,You've Got Mail,PG,Comedy,1998,Nora Ephron,Tom Hanks,Warner Bros.,119.0
12159,What Dreams May Come,PG-13,Drama,1998,Vincent Ward,Robin Williams,Polygram Filmed Entertainment,113.0
11545,Rushmore,R,Comedy,1998,Wes Anderson,Jason Schwartzman,American Empirical Pictures,93.0
9342,The Mask of Zorro,PG-13,Action,1998,Martin Campbell,Antonio Banderas,TriStar Pictures,136.0
1965,A Perfect Murder,R,Crime,1998,Andrew Davis,Michael Douglas,Warner Bros.,107.0
2666,Dark City,R,Fantasy,1998,Alex Proyas,Rufus Sewell,Mystery Clock Cinema,100.0
9454,Ever After: A Cinderella Story,PG-13,Comedy,1998,Andy Tennant,Drew Barrymore,Twentieth Century Fox,121.0
929,Godzilla,PG-13,Action,1998,Roland Emmerich,Matthew Broderick,Centropolis Film Productions,139.0
1934,Shakespeare in Love,R,Comedy,1998,John Madden,Gwyneth Paltrow,Universal Pictures,123.0
15037,Can't Hardly Wait,PG-13,Comedy,1998,Harry Elfont,Jennifer Love Hewitt,Columbia Pictures,100.0
11551,Small Soldiers,PG-13,Action,1998,Joe Dante,Kirsten Dunst,Universal Pictures,110.0
8688,Snake Eyes,R,Crime,1998,Brian De Palma,Nicolas Cage,Paramount Pictures,98.0
9837,The Prince of Egypt,PG,Animation,1998,Brenda Chapman,Val Kilmer,DreamWorks Animation,99.0
9441,Stepmom,PG-13,Comedy,1998,Chris Columbus,Julia Roberts,TriStar Pictures,125.0
10663,The Waterboy,PG-13,Comedy,1998,Frank Coraci,Adam Sandler,Robert Simonds Productions,90.0
200,Star Trek: Insurrection,PG,Action,1998,Jonathan Frakes,Patrick Stewart,Paramount Pictures,103.0
9313,The Man in the Iron Mask,PG-13,Action,1998,Randall Wallace,Leonardo DiCaprio,United Artists,132.0
9798,Enemy of the State,R,Action,1998,Tony Scott,Will Smith,Touchstone Pictures,132.0
309,The Celebration,R,Drama,1998,Thomas Vinterberg,Ulrich Thomsen,Nimbus Film Productions,105.0
9877,Urban Legend,R,Horror,1998,Jamie Blanks,Jared Leto,Phoenix Pictures,99.0
9411,Fallen,R,Action,1998,Gregory Hoblit,Denzel Washington,Turner Pictures (I),124.0
8195,Ronin,R,Action,1998,John Frankenheimer,Robert De Niro,FGM Entertainment,122.0
2157,Lost in Space,PG-13,Action,1998,Stephen Hopkins,Gary Oldman,New Line Cinema,130.0
11932,Bride of Chucky,R,Comedy,1998,Ronny Yu,Jennifer Tilly,Midwinter Productions Inc.,89.0
473,Pi,R,Drama,1998,Darren Aronofsky,Sean Gullette,Harvest Filmworks,84.0
547,The Horse Whisperer,PG-13,Drama,1998,Robert Redford,Robert Redford,Touchstone Pictures,169.0
10683,Happiness,Unrated,Comedy,1998,Todd Solondz,Jane Adams,Good Machine,134.0
10312,Patch Adams,PG-13,Biography,1998,Tom Shadyac,Robin Williams,Universal Pictures,115.0
10153,Sphere,PG-13,Action,1998,Barry Levinson,Dustin Hoffman,Warner Bros.,134.0
11808,U.S. Marshals,PG-13,Action,1998,Stuart Baird,Tommy Lee Jones,Warner Bros.,131.0
6068,Six Days Seven Nights,PG-13,Action,1998,Ivan Reitman,Harrison Ford,Caravan Pictures,102.0
9457,Deep Rising,R,Action,1998,Stephen Sommers,Treat Williams,Calimari Productions,106.0
944,Lethal Weapon 4,R,Action,1998,Richard Donner,Mel Gibson,Warner Bros.,127.0
4518,Elizabeth,R,Biography,1998,Shekhar Kapur,Cate Blanchett,PolyGram Filmed Entertainment,124.0
9631,The Negotiator,R,Action,1998,F. Gary Gray,Samuel L. Jackson,New Regency Productions,140.0
3682,54,R,Drama,1998,Mark Christopher,Ryan Phillippe,Dollface,93.0
9715,Hope Floats,PG-13,Drama,1998,Forest Whitaker,Sandra Bullock,Twentieth Century Fox,114.0
10215,Sliding Doors,PG-13,Comedy,1998,Peter Howitt,Gwyneth Paltrow,Intermedia Films,99.0
9464,Buffalo '66,R,Comedy,1998,Vincent Gallo,Vincent Gallo,Cinépix Film Properties (CFP),110.0
539,Psycho,R,Horror,1998,Gus Van Sant,Vince Vaughn,Universal Pictures,105.0
11675,Halloween H20: 20 Years Later,R,Horror,1998,Steve Miner,Jamie Lee Curtis,Dimension Films,86.0
9424,Disturbing Behavior,R,Horror,1998,David Nutter,James Marsden,Metro-Goldwyn-Mayer (MGM),84.0
8838,Mercury Rising,R,Action,1998,Harold Becker,Bruce Willis,Universal Pictures,111.0
104,Run Lola Run,R,Crime,1998,Tom Tykwer,Franka Potente,X-Filme Creative Pool,80.0
795,City of Angels,PG-13,Drama,1998,Brad Silberling,Nicolas Cage,Atlas Entertainment,114.0
9490,Half Baked,R,Comedy,1998,Tamra Davis,Dave Chappelle,Robert Simonds Productions,82.0
9469,He Got Game,R,Drama,1998,Spike Lee,Denzel Washington,Touchstone Pictures,136.0
8916,Antz,PG,Animation,1998,Eric Darnell,Woody Allen,Dreamworks Pictures,83.0
10223,A Simple Plan,R,Crime,1998,Sam Raimi,Bill Paxton,British Broadcasting Corporation (BBC),121.0
9945,Vampires,R,Action,1998,John Carpenter,James Woods,Largo Entertainment,108.0
1808,Velvet Goldmine,R,Drama,1998,Todd Haynes,Ewan McGregor,Channel Four Films,118.0
11660,Following,R,Crime,1998,Christopher Nolan,Jeremy Theobald,Next Wave Films,69.0
1567,I Stand Alone,Not Rated,Crime,1998,Gaspar Noé,Philippe Nahon,Canal+,93.0
9410,Great Expectations,R,Drama,1998,Alfonso Cuarón,Ethan Hawke,Art Linson Productions,111.0
9320,The Avengers,PG-13,Action,1998,Jeremiah S. Chechik,Ralph Fiennes,Warner Bros.,89.0
10376,The Legend of 1900,R,Drama,1998,Giuseppe Tornatore,Tim Roth,Sciarlò,169.0
3600,I Still Know What You Did Last Summer,R,Horror,1998,Danny Cannon,Jennifer Love Hewitt,Columbia Pictures,100.0
9882,The Siege,R,Action,1998,Edward Zwick,Denzel Washington,Twentieth Century Fox,116.0
11854,Kuch Kuch Hota Hai,Not Rated,Comedy,1998,Karan Johar,Shah Rukh Khan,Dharma Productions,177.0
9425,Soldier,R,Action,1998,Paul W.S. Anderson,Kurt Russell,Warner Bros.,99.0
9429,A Night at the Roxbury,PG-13,Comedy,1998,John Fortenberry,Chris Kattan,Broadway Pictures,82.0
46702,Why Do Fools Fall in Love,R,Biography,1998,Gregory Nava,Halle Berry,Rhino Films,116.0
846,The X Files,PG-13,Drama,1998,Rob Bowman,David Duchovny,Twentieth Century Fox,121.0
14013,BASEketball,R,Comedy,1998,David Zucker,Trey Parker,Zucker Brothers Productions,103.0
24746,Six-String Samurai,PG-13,Action,1998,Lance Mungia,Jeffrey Falcon,HSX Films,91.0
6396,SLC Punk!,R,Comedy,1998,James Merendino,Matthew Lillard,Beyond Films,97.0
11702,The Replacement Killers,R,Action,1998,Antoine Fuqua,Chow Yun-Fat,Columbia Pictures,87.0
2330,Taxi,Not Rated,Action,1998,Gérard Pirès,Samy Naceri,ARP Sélection,86.0
12706,Croupier,Not Rated,Crime,1998,Mike Hodges,Clive Owen,ARTE,94.0
9452,Bulworth,R,Comedy,1998,Warren Beatty,Warren Beatty,Twentieth Century Fox,108.0
14577,Dirty Work,PG-13,Comedy,1998,Bob Saget,Norm MacDonald,Metro-Goldwyn-Mayer (MGM),82.0
9445,Apt Pupil,R,Crime,1998,Bryan Singer,Ian McKellen,Phoenix Pictures,111.0
3050,Doctor Dolittle,PG-13,Comedy,1998,Betty Thomas,Eddie Murphy,Twentieth Century Fox,85.0
10216,Species II,R,Action,1998,Peter Medak,Natasha Henstridge,Metro-Goldwyn-Mayer (MGM),93.0
9466,Celebrity,R,Comedy,1998,Woody Allen,Kenneth Branagh,Sweetland Films,113.0
10029,Very Bad Things,R,Comedy,1998,Peter Berg,Christian Slater,Initial Entertainment Group (IEG),100.0
35680,Madeline,PG,Comedy,1998,Daisy von Scherler Mayer,Frances McDormand,Jaffilms,88.0
16980,The Last Days of Disco,R,Comedy,1998,Whit Stillman,Chloë Sevigny,Castle Rock Entertainment,113.0
9448,The Big Hit,R,Action,1998,Kirk Wong,Mark Wahlberg,TriStar Pictures,91.0
11568,Blues Brothers 2000,PG-13,Action,1998,John Landis,Dan Aykroyd,Universal Pictures,123.0
3033,Gods and Monsters,R,Biography,1998,Bill Condon,Ian McKellen,Lions Gate Films,105.0
14283,The Red Violin,R,Drama,1998,François Girard,Carlo Cecchi,Rhombus Media,130.0
9822,Mighty Joe Young,PG,Action,1998,Ron Underwood,Bill Paxton,RKO Pictures,114.0
17127,The Object of My Affection,R,Comedy,1998,Nicholas Hytner,Jennifer Aniston,Twentieth Century Fox,111.0
26269,Twilight,R,Crime,1998,Robert Benton,Paul Newman,Cinehaus,94.0
10228,Pokémon: The First Movie - Mewtwo Strikes Back,G,Animation,1998,Kunihiko Yuyama,Veronica Taylor,Oriental Light and Magic (OLM),96.0
12888,Belly,R,Crime,1998,Hype Williams,Nas,Big Dog Films,96.0
4415,Les Misérables,PG-13,Crime,1998,Bille August,Liam Neeson,Mandalay Entertainment,134.0
10162,Waking Ned Devine,PG,Comedy,1998,Kirk Jones,Ian Bannen,Tomboy Films,91.0
9447,Babe: Pig in the City,PG,Adventure,1998,George Miller,Magda Szubanski,Kennedy Miller Productions,97.0
24858,Eternity and a Day,Unrated,Drama,1998,Theodoros Angelopoulos,Bruno Ganz,Paradis Films,137.0
9440,Primary Colors,R,Comedy,1998,Mike Nichols,John Travolta,Award Entertainment,143.0
18937,Quest for Camelot,G,Animation,1998,Frederik Du Chau,Jessalyn Gilsig,Warner Bros.,86.0
11634,Show Me Love,Not Rated,Comedy,1998,Lukas Moodysson,Alexandra Dahlström,Memfis Film,89.0
11258,Hard Rain,R,Action,1998,Mikael Salomon,Morgan Freeman,British Broadcasting Corporation (BBC) Television,97.0
19381,Strike!,PG-13,Comedy,1998,Sarah Kernochan,Kirsten Dunst,Alliance Communications Corporation,97.0
9821,The Mighty,PG-13,Comedy,1998,Peter Chelsom,Kieran Culkin,Chaos Productions,100.0
9417,Wrongfully Accused,PG-13,Action,1998,Pat Proft,Leslie Nielsen,Morgan Creek Entertainment,87.0
21430,New Rose Hotel,R,Drama,1998,Abel Ferrara,Christopher Walken,Pressman Film,93.0
22796,Simon Birch,PG,Comedy,1998,Mark Steven Johnson,Ian Michael Smith,Hollywood Pictures,114.0
9812,Thursday,R,Action,1998,Skip Woods,Thomas Jane,Polygram Filmed Entertainment,87.0
1075,"Crna macka, beli macor",R,Comedy,1998,Emir Kusturica,Bajram Severdzan,CiBy 2000,127.0
17915,Dance with Me,PG,Drama,1998,Randa Haines,Vanessa Williams,Mandalay Entertainment,126.0
9745,Jack Frost,PG,Comedy,1998,Troy Miller,Michael Keaton,Warner Bros.,101.0
17941,Hush,PG-13,Drama,1998,Jonathan Darby,Jessica Lange,TriStar Pictures,96.0
33644,How Stella Got Her Groove Back,R,Comedy,1998,Kevin Rodney Sullivan,Angela Bassett,Twentieth Century Fox,124.0
14342,Almost Heroes,PG-13,Adventure,1998,Christopher Guest,Chris Farley,Turner Pictures (I),90.0
9771,Major League: Back to the Minors,PG-13,Comedy,1998,John Warren,Scott Bakula,Morgan Creek Entertainment,100.0
37636,High Art,R,Drama,1998,Lisa Cholodenko,Radha Mitchell,391 Productions,101.0
9422,A Civil Action,PG-13,Drama,1998,Steven Zaillian,John Travolta,Touchstone Pictures,115.0
825,Playing by Heart,R,Comedy,1998,Willard Carroll,Gillian Anderson,Hyperion Pictures,121.0
14444,The Rugrats Movie,G,Animation,1998,Igor Kovalyov,Elizabeth Daily,Paramount Pictures,79.0
19848,The Players Club,R,Comedy,1998,Ice Cube,LisaRaye McCoy,New Line Cinema,104.0
14557,Dead Man on Campus,R,Comedy,1998,Alan Cohn,Tom Everett Scott,Paramount Pictures,96.0
12538,Senseless,R,Comedy,1998,Penelope Spheeris,Marlon Wayans,Dimension Films,93.0
18316,Black Dog,PG-13,Action,1998,Kevin Hooks,Patrick Swayze,Universal Pictures,89.0
8583,Dangerous Beauty,R,Biography,1998,Marshall Herskovitz,Catherine McCormack,New Regency Productions,111.0
42807,The Newton Boys,PG-13,Action,1998,Richard Linklater,Matthew McConaughey,Twentieth Century Fox,122.0
666,Central Station,R,Drama,1998,Walter Salles,Fernanda Montenegro,"Audiovisual Development Bureau, Ministerio da Cultura",110.0
11855,Pecker,R,Comedy,1998,John Waters,Edward Furlong,Polar Entertainment,87.0
22256,Without Limits,PG-13,Biography,1998,Robert Towne,Billy Crudup,Cruise/Wagner Productions,117.0
32911,Wide Awake,PG,Comedy,1998,M. Night Shyamalan,Joseph Cross,Miramax,88.0
10278,Return to Paradise,R,Drama,1998,Joseph Ruben,Vince Vaughn,Polygram Filmed Entertainment,111.0
9835,Mafia!,PG-13,Comedy,1998,Jim Abrahams,Jay Mohr,Tapestry Films,87.0
9458,Desperate Measures,R,Action,1998,Barbet Schroeder,Michael Keaton,Mandalay Entertainment,100.0
35113,I Want You,R,Crime,1998,Michael Winterbottom,Rachel Weisz,Polygram Filmed Entertainment,87.0
10209,Hideous Kinky,R,Adventure,1998,Gillies MacKinnon,Kate Winslet,AMLF,98.0
9827,Phantoms,R,Horror,1998,Joe Chappelle,Peter O'Toole,Miramax,96.0
20862,Smoke Signals,PG-13,Comedy,1998,Chris Eyre,Adam Beach,ShadowCatcher Entertainment,89.0
39437,Beloved,R,Drama,1998,Jonathan Demme,Oprah Winfrey,Harpo Films,172.0
32302,3 Ninjas: High Noon at Mega Mountain,PG,Action,1998,Sean McNamara,Loni Anderson,Leeds/Ben-Ami Productions,93.0
1414,Lovers of the Arctic Circle,R,Drama,1998,Julio Medem,Najwa Nimri,Canal+,112.0
53113,One True Thing,R,Drama,1998,Carl Franklin,Meryl Streep,Monarch Pictures,127.0
41417,Firestorm,R,Action,1998,Dean Semler,Howie Long,Twentieth Century Fox,89.0
14662,Slums of Beverly Hills,R,Comedy,1998,Tamara Jenkins,Natasha Lyonne,Fox Searchlight Pictures,91.0
30949,Palmetto,R,Crime,1998,Volker Schlöndorff,Woody Harrelson,Castle Rock Entertainment,114.0
27791,Strangeland,R,Horror,1998,John Pieplow,Kevin Gage,Shooting Gallery,85.0
9421,Le Dîner de Cons,PG-13,Comedy,1998,Francis Veber,Thierry Lhermitte,Gaumont,80.0
36568,Paulie,PG,Adventure,1998,John Roberts,Gena Rowlands,Dreamworks Pictures,91.0
17962,After Life,Not Rated,Drama,1998,Hirokazu Koreeda,Arata Iura,Engine Film,119.0
17644,Barney's Great Adventure,G,Adventure,1998,Steve Gomer,George Hearn,Polygram Filmed Entertainment,76.0
22318,Permanent Midnight,R,Biography,1998,David Veloz,Ben Stiller,JD Productions,88.0
40688,Meet the Deedles,PG,Comedy,1998,Steve Boyum,Paul Walker,DIC Entertainment,93.0
12488,The Gingerbread Man,R,Crime,1998,Robert Altman,Kenneth Branagh,Enchanter Entertainment,114.0
2042,Savior,R,Drama,1998,Predrag Antonijevic,Dennis Quaid,Initial Entertainment Group (IEG),103.0
8545,Little Voice,R,Comedy,1998,Mark Herman,Brenda Blethyn,Miramax,97.0
27472,The Odd Couple II,PG-13,Adventure,1998,Howard Deutch,Jack Lemmon,Paramount Pictures,97.0
16767,Spriggan,R,Animation,1998,Hirotsugu Kawasaki,Shôtarô Morikubo,Bandai Visual Company,90.0
44297,Besieged,R,Drama,1998,Bernardo Bertolucci,Thandiwe Newton,Fiction,93.0
26618,Clay Pigeons,R,Comedy,1998,David Dobkin,Joaquin Phoenix,Fade In Films,104.0
37498,Knock Off,R,Action,1998,Hark Tsui,Jean-Claude Van Damme,Knock Films A.V.V.,91.0
17037,I'll Be Home for Christmas,PG,Comedy,1998,Arlene Sanford,Jonathan Taylor Thomas,Walt Disney Pictures,86.0
4927,Edge of Seventeen,Not Rated,Comedy,1998,David Moreton,Chris Stafford,Blue Streak Films,99.0
47881,My Giant,PG,Comedy,1998,Michael Lehmann,Billy Crystal,Castle Rock Entertainment,103.0
37536,Ringmaster,R,Comedy,1998,Neil Abramson,Jerry Springer,Artisan Entertainment,90.0
16885,The General,R,Biography,1998,John Boorman,Brendan Gleeson,J & M,124.0
12229,The Acid House,Unrated,Comedy,1998,Paul McGuigan,Stephen McCole,Picture Palace North,111.0
36136,Another Day in Paradise,R,Crime,1998,Larry Clark,James Woods,Chinese Bookie Pictures,101.0
15513,Kissing a Fool,R,Comedy,1998,Doug Ellin,David Schwimmer,Largo Entertainment,93.0
37272,"A Cool, Dry Place",PG-13,Drama,1998,John N. Smith,Vince Vaughn,Fox 2000 Pictures,97.0
24560,Sour Grapes,R,Comedy,1998,Larry David,Steven Weber,Castle Rock Entertainment,91.0
1618,Still Crazy,R,Comedy,1998,Brian Gibson,Stephen Rea,Columbia Pictures,95.0
17044,The Land Girls,R,Drama,1998,David Leland,Catherine McCormack,Intermedia Films,111.0
33799,Place Vendôme,R,Crime,1998,Nicole Garcia,Catherine Deneuve,Les Films Alain Sarde,117.0
209345,Little Men,PG,Drama,1998,Rodney Gibbons,Kathleen Fee,Allegro Films,98.0
9713,Holy Man,PG,Comedy,1998,Stephen Herek,Eddie Murphy,Caravan Pictures,114.0
